0,1,255,255,255,121
0,2,255,255,255,121
1,2,255,255,255,121
1,3,255,255,255,126
1,4,255,255,255,126
1,5,255,255,255,107
1,6,255,255,255,111
1,7,255,255,255,111
1,8,255,255,255,111
1,9,255,255,255,107
1,10,255,255,255,111
3,4,255,255,255,202
3,11,255,255,255,135
3,12,255,255,255,107
3,13,255,255,255,114
3,5,255,255,255,240
3,6,255,255,255,111
3,14,255,255,255,114
3,15,255,255,255,100
3,16,255,255,255,100
3,17,255,255,255,107
3,18,255,255,255,107
3,19,255,255,255,107
3,20,255,255,255,107
3,21,255,255,255,150
3,22,255,255,255,150
3,23,255,255,255,111
3,24,255,255,255,111
3,25,255,255,255,107
3,26,255,255,255,107
3,27,255,255,255,107
3,28,255,255,255,100
3,29,255,255,255,100
3,30,255,255,255,111
3,9,255,255,255,118
3,31,255,255,255,121
3,32,255,255,255,104
3,33,255,255,255,104
3,34,255,255,255,107
3,35,255,255,255,107
3,36,255,255,255,107
3,37,255,255,255,121
3,38,255,255,255,131
3,39,255,255,255,111
4,13,255,255,255,100
4,5,255,255,255,163
4,6,255,255,255,111
4,14,255,255,255,100
4,15,255,255,255,100
4,16,255,255,255,100
4,28,255,255,255,100
4,29,255,255,255,100
4,40,255,255,255,107
4,41,255,255,255,154
4,42,255,255,255,107
4,43,255,255,255,126
4,44,255,255,255,135
4,45,255,255,255,121
4,46,255,255,255,107
4,47,255,255,255,107
4,48,255,255,255,107
4,30,255,255,255,111
4,9,255,255,255,118
4,49,255,255,255,121
4,50,255,255,255,111
4,32,255,255,255,104
4,33,255,255,255,104
4,38,255,255,255,131
4,39,255,255,255,111
5,11,255,255,255,107
5,12,255,255,255,107
5,13,255,255,255,114
5,14,255,255,255,114
5,15,255,255,255,100
5,16,255,255,255,100
5,23,255,255,255,111
5,24,255,255,255,111
5,28,255,255,255,100
5,29,255,255,255,100
5,30,255,255,255,111
5,9,255,255,255,118
5,32,255,255,255,104
5,33,255,255,255,104
5,34,255,255,255,107
5,35,255,255,255,107
5,37,255,255,255,121
5,38,255,255,255,111
6,178,255,255,255,150
7,292,255,255,255,111
7,293,255,255,255,159
7,294,255,255,255,111
7,8,255,255,255,159
7,295,255,255,255,150
7,296,255,255,255,121
7,64,255,255,255,121
7,10,255,255,255,111
7,297,255,255,255,121
7,298,255,255,255,102
7,299,255,255,255,102
7,300,255,255,255,102
7,301,255,255,255,102
7,302,255,255,255,102
8,257,255,255,255,102
8,259,255,255,255,102
8,293,255,255,255,111
8,260,255,255,255,102
8,261,255,255,255,102
8,262,255,255,255,102
8,263,255,255,255,102
8,295,255,255,255,111
8,296,255,255,255,121
8,10,255,255,255,111
9,32,255,255,255,104
9,33,255,255,255,104
11,12,255,255,255,107
11,13,255,255,255,107
11,75,255,255,255,121
11,76,255,255,255,121
11,77,255,255,255,121
11,78,255,255,255,121
11,31,255,255,255,121
12,13,255,255,255,107
13,14,255,255,255,100
13,15,255,255,255,100
13,16,255,255,255,100
13,28,255,255,255,100
13,29,255,255,255,100
13,79,255,255,255,121
13,80,255,255,255,121
13,81,255,255,255,107
13,82,255,255,255,107
13,83,255,255,255,107
13,84,255,255,255,107
14,15,255,255,255,100
14,16,255,255,255,100
14,28,255,255,255,100
14,29,255,255,255,100
14,34,255,255,255,107
14,35,255,255,255,107
15,16,255,255,255,100
15,28,255,255,255,100
15,29,255,255,255,100
16,28,255,255,255,100
16,29,255,255,255,100
17,25,255,255,255,107
17,26,255,255,255,107
17,27,255,255,255,107
18,19,255,255,255,145
18,20,255,255,255,145
18,313,255,255,255,111
18,314,255,255,255,111
18,36,255,255,255,107
19,20,255,255,255,145
19,313,255,255,255,111
19,314,255,255,255,111
19,36,255,255,255,107
20,313,255,255,255,111
20,314,255,255,255,111
20,36,255,255,255,107
20,315,255,255,255,121
20,316,255,255,255,121
21,325,255,255,255,121
21,326,255,255,255,121
23,24,255,255,255,111
25,26,255,255,255,107
25,27,255,255,255,107
26,27,255,255,255,107
28,29,255,255,255,100
32,33,255,255,255,104
34,35,255,255,255,107
38,39,255,255,255,111
40,352,255,255,255,111
40,41,255,255,255,164
40,42,255,255,255,164
40,353,255,255,255,111
40,43,255,255,255,107
40,88,255,255,255,111
41,75,255,255,255,111
41,76,255,255,255,111
41,352,255,255,255,111
41,42,255,255,255,164
41,353,255,255,255,111
41,43,255,255,255,145
41,354,255,255,255,111
41,355,255,255,255,121
41,356,255,255,255,121
41,49,255,255,255,121
41,88,255,255,255,131
41,50,255,255,255,131
42,352,255,255,255,111
42,353,255,255,255,111
42,43,255,255,255,107
42,88,255,255,255,111
43,354,255,255,255,111
43,50,255,255,255,131
44,58,255,255,255,150
44,100,255,255,255,121
44,101,255,255,255,121
44,130,255,255,255,121
44,45,255,255,255,121
44,46,255,255,255,118
44,47,255,255,255,107
44,48,255,255,255,107
44,162,255,255,255,104
44,163,255,255,255,104
44,369,255,255,255,104
44,370,255,255,255,104
44,135,255,255,255,121
46,47,255,255,255,107
46,48,255,255,255,107
46,162,255,255,255,104
46,163,255,255,255,104
46,354,255,255,255,111
46,369,255,255,255,123
46,371,255,255,255,111
46,370,255,255,255,104
47,48,255,255,255,107
50,354,255,255,255,111
51,52,255,255,255,121
51,53,255,255,255,121
51,54,255,255,255,140
51,55,255,255,255,121
51,56,255,255,255,111
51,57,255,255,255,111
52,53,255,255,255,121
53,58,255,255,255,150
53,59,255,255,255,140
53,60,255,255,255,111
53,61,255,255,255,111
53,62,255,255,255,121
53,63,255,255,255,111
53,64,255,255,255,150
53,65,255,255,255,111
53,66,255,255,255,111
53,67,255,255,255,150
54,55,255,255,255,121
54,56,255,255,255,111
54,57,255,255,255,111
56,57,255,255,255,111
58,115,255,255,255,111
58,116,255,255,255,111
58,117,255,255,255,111
58,118,255,255,255,150
58,119,255,255,255,150
58,120,255,255,255,126
58,121,255,255,255,107
58,122,255,255,255,107
58,123,255,255,255,126
58,124,255,255,255,169
58,125,255,255,255,121
58,126,255,255,255,178
58,127,255,255,255,121
58,128,255,255,255,150
58,129,255,255,255,121
58,130,255,255,255,150
58,131,255,255,255,121
58,132,255,255,255,150
58,133,255,255,255,121
58,134,255,255,255,121
58,135,255,255,255,121
58,136,255,255,255,150
58,137,255,255,255,111
58,138,255,255,255,111
58,139,255,255,255,111
59,60,255,255,255,111
59,61,255,255,255,111
59,62,255,255,255,121
60,61,255,255,255,111
62,208,255,255,255,121
62,209,255,255,255,154
62,210,255,255,255,126
62,211,255,255,255,107
62,212,255,255,255,107
62,213,255,255,255,111
62,214,255,255,255,121
62,215,255,255,255,121
63,317,255,255,255,150
63,65,255,255,255,111
63,66,255,255,255,111
64,295,255,255,255,121
65,66,255,255,255,111
68,69,255,255,255,111
68,70,255,255,255,111
68,71,255,255,255,111
68,72,255,255,255,111
68,73,255,255,255,111
68,74,255,255,255,111
69,70,255,255,255,111
69,71,255,255,255,111
70,71,255,255,255,111
72,179,255,255,255,121
72,73,255,255,255,126
72,74,255,255,255,159
72,219,255,255,255,121
72,220,255,255,255,121
72,221,255,255,255,107
72,222,255,255,255,107
72,181,255,255,255,121
72,223,255,255,255,126
72,224,255,255,255,107
72,225,255,255,255,121
72,226,255,255,255,107
72,227,255,255,255,126
72,228,255,255,255,107
72,189,255,255,255,111
72,229,255,255,255,111
72,230,255,255,255,111
72,231,255,255,255,150
73,74,255,255,255,126
73,224,255,255,255,107
73,225,255,255,255,107
74,219,255,255,255,107
74,220,255,255,255,107
74,223,255,255,255,126
74,224,255,255,255,107
74,225,255,255,255,107
74,230,255,255,255,111
75,76,255,255,255,254
75,85,255,255,255,150
75,86,255,255,255,121
75,87,255,255,255,121
75,88,255,255,255,111
75,89,255,255,255,121
75,90,255,255,255,121
76,86,255,255,255,121
76,87,255,255,255,121
