0.74575517241449,0.41218746530287925,0.4995236022901548,102,232,188,255,0
0.6555170557470519,0.6368714543054879,0.4575643538526154,102,232,188,255,1
0.5143046120180224,0.7387547721500537,0.43858617396109223,102,232,188,255,2
0.3886529574403662,0.7128792675552618,0.44030718464007473,102,232,188,255,3
0.21564274605467715,0.6010547671493284,0.4756203398108796,102,232,188,255,4
0.14893147752951696,0.47354224382213794,0.46060247151469913,102,232,188,255,5
0.22513254809537406,0.2872122946680646,0.40840995478716735,102,232,188,255,6
0.3696510655800851,0.16126230571354222,0.37378457366918466,102,232,188,255,7
0.504237855164023,0.14325624043541516,0.4398437230041892,102,232,188,255,8
0.7060002388255282,0.29485222985726844,0.3754096035096456,102,232,188,255,9
0.4274794697705129,0.7755116021367173,0.7153756708805807,102,232,188,255,10
0.3833196372448556,0.8525076144887181,0.6127055301138273,102,232,188,255,11
0.4521520749303636,0.8151711666508726,0.5336645613515187,102,232,188,255,12
0.39303887620285805,0.6653465422540586,0.5319543830501025,102,232,188,255,13
0.39495542081804347,0.6503161339483761,0.6265139222062254,102,232,188,255,14
0.74575517241449,0.44209712479263347,0.3522279420293801,0,0,0,0,0_s0
0.7803937045060519,0.37437585533066203,0.35824000979512605,0,0,0,0,0_s1
0.6804910370508268,0.417915160746867,0.36425207756087186,0,0,0,0,0_s2
0.8066228085915552,0.45885354414135193,0.3702641453266178,0,0,0,0,0_s3
0.7307707857397068,0.32747531461385826,0.3762762130923637,0,0,0,0,0_s4
0.6952728283914501,0.49154747798631515,0.3822882808581096,0,0,0,0,0_s5
0.8433831256713956,0.3859430401958192,0.38830034862385554,0,0,0,0,0_s6
0.6504992276202249,0.36271514369572444,0.39431241638960146,0,0,0,0,0_s7
0.7844898913215923,0.5182523311865209,0.4003244841553474,0,0,0,0,0_s8
0.7907509678412802,0.30318218423872606,0.40633655192109325,0,0,0,0,0_s9
0.6348586656657316,0.46408242133412386,0.41234861968683917,0,0,0,0,0_s10
0.8664604429359057,0.4500479748857129,0.41836068745258503,0,0,0,0,0_s11
0.6804894118031009,0.2995671743307156,0.42437275521833095,0,0,0,0,0_s12
0.7170996370108716,0.5425304311631359,0.4303848229840769,0,0,0,0,0_s13
0.8573408597230613,0.33373842489811695,0.43639689074982274,0,0,0,0,0_s14
0.6078809314353607,0.3943210050104281,0.44240895851556866,0,0,0,0,0_s15
0.836846165651857,0.5202687168627185,0.4484210262813146,0,0,0,0,0_s16
0.751679267715933,0.2689312248674641,0.4544330940470605,0,0,0,0,0_s17
0.6433815398608828,0.515061728897269,0.4604451618128064,0,0,0,0,0_s18
0.8922179551747081,0.4054149086009301,0.46645722957855235,0,0,0,0,0_s19
0.6322408433106772,0.3174606954093665,0.47246929734429827,0,0,0,0,0_s20
0.7656000642785938,0.5596798508141612,0.47848136511004413,0,0,0,0,0_s21
0.8311669682726566,0.28942949856300143,0.48449343287579005,0,0,0,0,0_s22
0.5993825151560965,0.4451164542369884,0.490505500641536,0,0,0,0,0_s23
0.876137890021142,0.48689964618558207,0.49651756840728184,0,0,0,0,0_s24
0.7000823672614473,0.2690247680238819,0.5025296361730277,0,0,0,0,0_s25
0.6828288299111287,0.5483841925919571,0.5085417039387736,0,0,0,0,0_s26
0.883709471841915,0.3544526877479735,0.5145537717045195,0,0,0,0,0_s27
0.6057166365020242,0.361818506842339,0.5205658394702655,0,0,0,0,0_s28
0.8145380319725621,0.5430598538245294,0.5265779072360114,0,0,0,0,0_s29
0.7831269894285677,0.2704110160906978,0.5325899750017573,0,0,0,0,0_s30
